adverse_event,report_count
GINGIVAL BLEEDING,820
DEVICE RELATED INFECTION,819
HOSPICE CARE,819
JOINT DISLOCATION,818
CYST,816
PRODUCT CONTAINER ISSUE,815
PARKINSONISM,813
OSTEOPENIA,813
DRUG LEVEL INCREASED,810
RED BLOOD CELL SEDIMENTATION RATE INCREASED,810
MENSTRUATION IRREGULAR,808
HEMIPARESIS,807
CARDIOVASCULAR DISORDER,806
MUSCLE TIGHTNESS,803
PSEUDOMONAS INFECTION,802
AMENORRHOEA,802
PERIPHERAL COLDNESS,802
STATUS EPILEPTICUS,801
IMMUNOSUPPRESSION,800
CORONARY ARTERY DISEASE,799
GALLBLADDER DISORDER,799
APPLICATION SITE ERYTHEMA,798
INJECTION SITE IRRITATION,797
SCAB,796
VISUAL ACUITY REDUCED,794
POSTERIOR REVERSIBLE ENCEPHALOPATHY SYNDROME,794
DEVICE DEPOSIT ISSUE,794
BREAST CANCER STAGE III,792
DECREASED ACTIVITY,791
TEMPERATURE INTOLERANCE,791
MYELODYSPLASTIC SYNDROME,789
INAPPROPRIATE ANTIDIURETIC HORMONE SECRETION,789
TROPONIN INCREASED,788
ASPIRATION,787
SPINAL PAIN,786
HYPERCALCAEMIA,785
FOOT DEFORMITY,782
PATHOGEN RESISTANCE,781
INTESTINAL PERFORATION,777
MASS,777
PRODUCT DISPENSING ISSUE,777
SPUTUM DISCOLOURED,776
PARALYSIS,769
PULMONARY CONGESTION,769
PRODUCT LEAKAGE,768
VASCULITIS,766
TUMOUR LYSIS SYNDROME,763
BRONCHIECTASIS,761
TENDONITIS,760
UPPER GASTROINTESTINAL HAEMORRHAGE,760
PHARYNGITIS,759
DYSMENORRHOEA,759
WRIST FRACTURE,758
IMMUNE THROMBOCYTOPENIA,758
PULMONARY THROMBOSIS,758
BRONCHOPULMONARY ASPERGILLOSIS,757
PRESCRIPTION DRUG USED WITHOUT A PRESCRIPTION,757
PULMONARY TOXICITY,757
APPENDICITIS,756
ROTATOR CUFF SYNDROME,753
CHOLECYSTECTOMY,753
PEMPHIGOID,752
LUPUS-LIKE SYNDROME,752
THINKING ABNORMAL,751
TUBERCULOSIS,750
VASCULAR DEVICE INFECTION,750
BONE LOSS,748
MATERNAL EXPOSURE DURING BREAST FEEDING,747
MANIA,747
BREAST CANCER METASTATIC,745
PLATELET COUNT INCREASED,745
LOSS OF THERAPEUTIC RESPONSE,743
FRUSTRATION TOLERANCE DECREASED,743
HYPOKINESIA,743
HYPERBILIRUBINAEMIA,743
ON AND OFF PHENOMENON,741
CIRCUMSTANCE OR INFORMATION CAPABLE OF LEADING TO DEVICE USE ERROR,740
BEHAVIOUR DISORDER,736
MUCOUS STOOLS,736
MYOCLONUS,733
WRONG PRODUCT ADMINISTERED,732
ORAL DISCOMFORT,732
POST PROCEDURAL INFECTION,731
POOR QUALITY DEVICE USED,730
IMMUNE-MEDIATED ENTEROCOLITIS,730
EYELID PTOSIS,728
ESCHERICHIA INFECTION,727
SWOLLEN JOINT COUNT INCREASED,727
BREAST CANCER FEMALE,727
EAR DISCOMFORT,724
BONE DISORDER,723
IMPAIRED DRIVING ABILITY,722
COMPRESSION FRACTURE,719
BLOOD UREA INCREASED,719
CIRCULATORY COLLAPSE,718
UPPER-AIRWAY COUGH SYNDROME,717
PRODUCT ADMINISTERED TO PATIENT OF INAPPROPRIATE AGE,716
AKATHISIA,715
BOWEL MOVEMENT IRREGULARITY,713
RENAL PAIN,712
MATERNAL EXPOSURE BEFORE PREGNANCY,711
DYSTONIA,710
BRONCHOSPASM,707
NEUROLEPTIC MALIGNANT SYNDROME,703
HIATUS HERNIA,700
LIBIDO DECREASED,700
ANAL FISSURE,700
DENTAL CARIES,700
SARS-COV-2 TEST POSITIVE,699
GASTROINTESTINAL INFLAMMATION,696
GYNAECOMASTIA,696
PRODUCT PACKAGING ISSUE,695
HYSTERECTOMY,693
OESOPHAGITIS,693
DEMENTIA ALZHEIMER^S TYPE,692
EXOSTOSIS,691
ASPERGILLUS INFECTION,691
HYPOTHERMIA,690
TOOTH FRACTURE,690
BRAIN NEOPLASM,689
INFUSION SITE PRURITUS,689
BEDRIDDEN,688
PSYCHOMOTOR HYPERACTIVITY,685
IRON DEFICIENCY ANAEMIA,683
METASTASES TO LYMPH NODES,682
RHINITIS,681
CLOSTRIDIUM DIFFICILE COLITIS,681
PRODUCT LABEL CONFUSION,680
LOSS OF LIBIDO,680
MIOSIS,679
MOTOR DYSFUNCTION,677
DISSEMINATED INTRAVASCULAR COAGULATION,677
MUSCLE RIGIDITY,675
EYE HAEMORRHAGE,667
CARDIAC OPERATION,666
RETINAL DETACHMENT,666
DIALYSIS,665
FACIAL PARALYSIS,662
DEVICE POWER SOURCE ISSUE,662
SUBDURAL HAEMATOMA,658
EXTRAPYRAMIDAL DISORDER,656
TOOTH EXTRACTION,656
ABNORMAL UTERINE BLEEDING,654
RESPIRATORY RATE INCREASED,653
NERVE COMPRESSION,652
VITAMIN D DEFICIENCY,651
MULTIPLE FRACTURES,650
SALIVARY HYPERSECRETION,649
ABNORMAL FAECES,649
BLOOD CALCIUM DECREASED,649
FACIAL PAIN,644
SKIN TOXICITY,642
BODY TEMPERATURE DECREASED,642
CHOLANGITIS,640
PULMONARY ARTERIAL HYPERTENSION,640
INTRAOCULAR PRESSURE INCREASED,638
BRAIN INJURY,638
SPLENOMEGALY,636
LOW DENSITY LIPOPROTEIN INCREASED,634
PRODUCT PHYSICAL CONSISTENCY ISSUE,631
TRANSPLANT REJECTION,631
NERVE INJURY,631
INTERNAL HAEMORRHAGE,629
BLOOD LACTATE DEHYDROGENASE INCREASED,628
SENSORY DISTURBANCE,625
ONYCHOMADESIS,624
PRODUCT RESIDUE PRESENT,623
FOOD POISONING,622
PYELONEPHRITIS,622
DRY THROAT,621
ANHEDONIA,619
DIARRHOEA HAEMORRHAGIC,618
BONE MARROW FAILURE,617
BLOOD MAGNESIUM DECREASED,617
TENDON RUPTURE,617
FOOD CRAVING,617
EOSINOPHIL COUNT INCREASED,615
PRODUCT PREPARATION ISSUE,613
ATTENTION DEFICIT HYPERACTIVITY DISORDER,610
TOXIC SKIN ERUPTION,610
SQUAMOUS CELL CARCINOMA,606
INJECTION SITE INDURATION,604
PAPULE,604
SENSITIVITY TO WEATHER CHANGE,604
HAEMATOLOGICAL INFECTION,603
WALKING AID USER,602
RENAL TUBULAR NECROSIS,602
AUTOIMMUNE HEPATITIS,602
OPTIC ISCHAEMIC NEUROPATHY,601
FLANK PAIN,601
COORDINATION ABNORMAL,601
SKIN WEEPING,601
HYPOALBUMINAEMIA,599
UNINTENDED PREGNANCY,599
ENTERITIS,596
ATAXIA,596
INCONTINENCE,595
EUGLYCAEMIC DIABETIC KETOACIDOSIS,594
APPLICATION SITE IRRITATION,593
SLUGGISHNESS,593
RESPIRATION ABNORMAL,591
TENDERNESS,591
LEUKAEMIA,590
RENAL INJURY,587
RHINOVIRUS INFECTION,587
ENTEROCOLITIS,585
UROSEPSIS,583
ENCEPHALITIS,583
ELECTRIC SHOCK SENSATION,583
SHOCK HAEMORRHAGIC,582
WEIGHT LOSS POOR,582
PRODUCT LABEL ISSUE,581
INFLAMMATORY BOWEL DISEASE,578
EXPOSURE TO CHEMICAL POLLUTION,577
INFUSION SITE REACTION,577
DEEP VEIN THROMBOSIS POSTOPERATIVE,576
PRODUCT COLOUR ISSUE,576
DEVICE OPERATIONAL ISSUE,576
CEREBRAL DISORDER,576
HIP SURGERY,574
HYPOPHOSPHATAEMIA,573
CONCUSSION,573
STRESS CARDIOMYOPATHY,572
INJECTION SITE VESICLES,572
SUPRAVENTRICULAR TACHYCARDIA,571
COMPLICATION OF DEVICE INSERTION,569
HYPERTENSIVE CRISIS,567
INFUSION SITE HAEMORRHAGE,567
BRADYKINESIA,566
SPINAL DISORDER,564
PETECHIAE,564
VENTRICULAR FIBRILLATION,564
AFFECTIVE DISORDER,563
POSTOPERATIVE WOUND INFECTION,563
INJECTION SITE NODULE,562
HAEMODYNAMIC INSTABILITY,560
HAEMOGLOBIN INCREASED,560
LYMPHOEDEMA,559
BLOOD PRESSURE DIASTOLIC DECREASED,559
TARDIVE DYSKINESIA,558
BLOOD CALCIUM INCREASED,555
NEUTROPHIL COUNT INCREASED,554
CUTANEOUS VASCULITIS,554
THERAPEUTIC PRODUCT EFFECT DELAYED,554
SKIN MASS,553
CARDIAC FAILURE ACUTE,552
MITRAL VALVE INCOMPETENCE,552
METASTASIS,550
PERIPHERAL SENSORY NEUROPATHY,550
HICCUPS,548
MYOPATHY,547
EYE OPERATION,547
PELVIC FRACTURE,546
POST PROCEDURAL HAEMORRHAGE,545
SQUAMOUS CELL CARCINOMA OF SKIN,544
NOROVIRUS INFECTION,544
EPSTEIN-BARR VIRUS INFECTION,543
ARTHROPOD BITE,543
END STAGE RENAL DISEASE,541
CORONARY ARTERY OCCLUSION,539
INCORRECT DRUG ADMINISTRATION RATE,539
DEPENDENCE,538
MUSCLE SPASTICITY,538
MUSCLE STRAIN,537
HAND FRACTURE,535
HAEMOGLOBIN ABNORMAL,535
ERYTHEMA MULTIFORME,533
TOOTH ABSCESS,533
SHOULDER OPERATION,533
POISONING,532
HYPERLIPIDAEMIA,531
APPETITE DISORDER,531
SPINAL STENOSIS,531
RESPIRATORY DEPRESSION,530
HORDEOLUM,528
HYPOTONIA,527
BLOOD THYROID STIMULATING HORMONE INCREASED,527
POST TRANSPLANT LYMPHOPROLIFERATIVE DISORDER,526
PROGRESSIVE MULTIFOCAL LEUKOENCEPHALOPATHY,525
LOW BIRTH WEIGHT BABY,524
ASPHYXIA,524
SENSATION OF FOREIGN BODY,523
COLORECTAL CANCER METASTATIC,521
DEVICE MATERIAL ISSUE,520
ONYCHOMYCOSIS,520
GINGIVAL PAIN,520
HEPATOCELLULAR CARCINOMA,520
HYDRONEPHROSIS,519
INFUSION SITE DISCHARGE,519
CHEMOTHERAPY,519
HYPERPYREXIA,517
VITAMIN D DECREASED,516
MENSTRUAL DISORDER,513
DRUG SPECIFIC ANTIBODY PRESENT,512
POLYARTHRITIS,512
CARDIAC DYSFUNCTION,511
BLADDER DISORDER,511
INFUSION SITE EXTRAVASATION,510
SINUS BRADYCARDIA,509
EMPHYSEMA,509
SUBARACHNOID HAEMORRHAGE,509
DROOLING,508
LIMB OPERATION,508
BLOOD GLUCOSE FLUCTUATION,507
ATELECTASIS,506
TRICUSPID VALVE INCOMPETENCE,506
TRANSFUSION,506
VAGINAL DISCHARGE,506
DISLOCATION OF VERTEBRA,505
HEPATIC ENCEPHALOPATHY,505
EXPIRED DEVICE USED,504
LARGE INTESTINE POLYP,503
OPTIC NEURITIS,503
BLADDER CANCER,503
FOREIGN BODY SENSATION IN EYES,503
FINGER DEFORMITY,502
SECOND PRIMARY MALIGNANCY,502
FAECALOMA,501
PERITONITIS BACTERIAL,501
DRUG SCREEN POSITIVE,500
BREAST PAIN,500
ACUTE GENERALISED EXANTHEMATOUS PUSTULOSIS,499
GASTROINTESTINAL TOXICITY,498
GROIN PAIN,498
TYPE 1 DIABETES MELLITUS,495
OBSTRUCTION,494
ANAL ABSCESS,494
ELECTROCARDIOGRAM QRS COMPLEX PROLONGED,493
CYTOMEGALOVIRUS VIRAEMIA,492
NEUTROPHILIA,492
INTERCEPTED PRODUCT STORAGE ERROR,492
PULMONARY ALVEOLAR HAEMORRHAGE,490
FOETAL GROWTH RESTRICTION,490
HAEMOLYTIC ANAEMIA,490
PREGNANCY WITH IMPLANT CONTRACEPTIVE,489
CHRONIC LYMPHOCYTIC LEUKAEMIA,489
VENTRICULAR EXTRASYSTOLES,488
HAEMOLYSIS,488
SENSORY LOSS,487
GENITAL HAEMORRHAGE,487
SPINAL OSTEOARTHRITIS,487
DERMATITIS BULLOUS,486
INTESTINAL RESECTION,486
IMMUNE-MEDIATED MYOSITIS,484
FOREIGN BODY IN THROAT,481
PAROSMIA,481
ARTERIOSCLEROSIS,480
SHOULDER FRACTURE,478
HAEMORRHAGE INTRACRANIAL,478
MENINGITIS,477
POLYURIA,476
GLUCOSE TOLERANCE IMPAIRED,476
GENERAL PHYSICAL CONDITION ABNORMAL,476
SKIN PLAQUE,475
KLEBSIELLA INFECTION,474
MULTIPLE-DRUG RESISTANCE,474
HERPES SIMPLEX,473
INFLAMMATORY MARKER INCREASED,473
HEART RATE ABNORMAL,472
BREATH SOUNDS ABNORMAL,471
INJECTION SITE HYPERSENSITIVITY,471
BLINDNESS TRANSIENT,470
COLITIS ISCHAEMIC,469
SUSPECTED SUICIDE,468
ONYCHOCLASIS,468
OVARIAN CYST,468
UTERINE LEIOMYOMA,467
ACIDOSIS,465
COLECTOMY,464
NEPHROTIC SYNDROME,464
SKIN ABRASION,464
ATRIOVENTRICULAR BLOCK,464
PATIENT DISSATISFACTION WITH TREATMENT,464
HEPATOCELLULAR INJURY,463
EXPOSURE TO TOXIC AGENT,463
HEPATITIS CHOLESTATIC,462
BIPOLAR DISORDER,462
APPLICATION SITE RASH,462
INTERNATIONAL NORMALISED RATIO INCREASED,460
PROCTALGIA,459
EUPHORIC MOOD,459
AMYLOID RELATED IMAGING ABNORMALITY-OEDEMA/EFFUSION,459
DRUG DELIVERY SYSTEM MALFUNCTION,458
POST-TRAUMATIC STRESS DISORDER,458
STREPTOCOCCAL INFECTION,458
BLOOD LACTIC ACID INCREASED,457
ADJUSTMENT DISORDER WITH DEPRESSED MOOD,456
CENTRAL NERVOUS SYSTEM LESION,456
BLOOD ALBUMIN DECREASED,455
INFUSION SITE BRUISING,455
ACCIDENTAL EXPOSURE TO PRODUCT BY CHILD,455
HEMIPLEGIA,453
BLOOD DISORDER,453
HEPATIC CANCER,452
LARGE INTESTINE PERFORATION,451
PANCREATIC DISORDER,451
ORGANISING PNEUMONIA,451
DEVICE INFUSION ISSUE,450
ORAL DISORDER,448
AFFECT LABILITY,448
SKIN HYPERPIGMENTATION,447
COLITIS MICROSCOPIC,446
EXPOSURE VIA BREAST MILK,443
IRON DEFICIENCY,443
PLATELET COUNT ABNORMAL,443
MAJOR DEPRESSION,443
UNINTENTIONAL MEDICAL DEVICE REMOVAL,443
NEAR DEATH EXPERIENCE,442
PIGMENTATION DISORDER,442
ERYTHEMA OF EYELID,442
CAESAREAN SECTION,441
ODYNOPHAGIA,440
CATARACT OPERATION,440
POLYP,440
MOUTH HAEMORRHAGE,439
MIXED LIVER INJURY,439
SKIN ATROPHY,439
DISTRIBUTIVE SHOCK,437
ENTEROCOCCAL INFECTION,437
RETINAL HAEMORRHAGE,437
LIPASE INCREASED,435
CORONAVIRUS INFECTION,433
GASTRIC HAEMORRHAGE,433
SUSPECTED COUNTERFEIT PRODUCT,433
DUODENAL ULCER,432
IMMUNE-MEDIATED LUNG DISEASE,431
VENOOCCLUSIVE LIVER DISEASE,431
PHYSICAL DECONDITIONING,430
DIVERTICULUM INTESTINAL,429
NEUROLOGICAL SYMPTOM,429
SOCIAL PROBLEM,429
CATATONIA,428
PRODUCT INEFFECTIVE,427
RASH VESICULAR,427
GASTROINTESTINAL SOUNDS ABNORMAL,427
EXERCISE TOLERANCE DECREASED,426
BREAST MASS,425
ANURIA,425
HEPATOMEGALY,424
PURPURA,424
SICKLE CELL ANAEMIA WITH CRISIS,424
LEFT VENTRICULAR DYSFUNCTION,422
SUBSTANCE ABUSE,422
INCREASED TENDENCY TO BRUISE,421
NON-SMALL CELL LUNG CANCER,421
GRAFT VERSUS HOST DISEASE,421
ATRIOVENTRICULAR BLOCK COMPLETE,421
MENSTRUATION DELAYED,420
THERAPEUTIC PRODUCT EFFECT VARIABLE,418
BK VIRUS INFECTION,418
BONE EROSION,418
THYROID CANCER,417
ABNORMAL LOSS OF WEIGHT,417
DERMATITIS EXFOLIATIVE GENERALISED,417
DECUBITUS ULCER,417
RENAL CYST,416
BLOOD PRESSURE DIASTOLIC INCREASED,416
FOOT OPERATION,416
HYPERTHERMIA,416
IDIOPATHIC URTICARIA,416
ASTHENOPIA,415
RENAL CANCER,413
LUNG OPACITY,413
PNEUMONIA FUNGAL,413
WHITE BLOOD CELL COUNT ABNORMAL,412
HEPATITIS ACUTE,411
GASTROINTESTINAL MOTILITY DISORDER,411
ANAL FISTULA,410
CHRONIC SINUSITIS,409
FEBRILE BONE MARROW APLASIA,409
CARDIAC FLUTTER,409
MOUTH SWELLING,408
URINE OUTPUT DECREASED,407
VULVOVAGINAL BURNING SENSATION,406
MACULAR OEDEMA,406
DRUG LEVEL BELOW THERAPEUTIC,406
EAR PRURITUS,406
PRODUCT SIZE ISSUE,405
RENAL FUNCTION TEST ABNORMAL,405
FAECAL CALPROTECTIN INCREASED,404
PSYCHIATRIC SYMPTOM,404
MENISCUS INJURY,404
SJOGREN^S SYNDROME,403
ACCIDENTAL POISONING,402
HAIR COLOUR CHANGES,402
RESPIRATORY SYMPTOM,401
ULCER HAEMORRHAGE,401
KETOACIDOSIS,400
PYODERMA GANGRENOSUM,400
FURUNCLE,400
ABORTION INDUCED,400
BODY HEIGHT DECREASED,400
ARTERIOSCLEROSIS CORONARY ARTERY,399
INTERVERTEBRAL DISC DEGENERATION,398
PRODUCT CONTAMINATION,397
GUILLAIN-BARRE SYNDROME,397
RAYNAUD^S PHENOMENON,396
NASAL DRYNESS,396
PANIC REACTION,395
EOSINOPHIL COUNT DECREASED,395
FOETAL DEATH,395
OVARIAN CANCER,394
FAECES HARD,393
JOINT EFFUSION,392
HYPERTRIGLYCERIDAEMIA,392
SKIN WARM,392
BLOOD URIC ACID INCREASED,392
DERMATITIS ACNEIFORM,392
PRODUCT SOLUBILITY ABNORMAL,392
GASTRIC CANCER,391
APLASTIC ANAEMIA,391
BLOOD IMMUNOGLOBULIN G DECREASED,391
TORSADE DE POINTES,391
TOXIC ENCEPHALOPATHY,390
IMMUNE-MEDIATED HEPATIC DISORDER,389
EMBOLISM,388
CARDIOMEGALY,388
INJECTION SITE INFLAMMATION,387
DYSCHEZIA,387
LUPUS VULGARIS,387
CARDIAC MURMUR,386
IMMUNE-MEDIATED MYOCARDITIS,385
PARTIAL SEIZURES,385
MATERNAL EXPOSURE TIMING UNSPECIFIED,385
DEAFNESS UNILATERAL,384
ARTERIAL OCCLUSIVE DISEASE,384
VIROLOGIC FAILURE,383
ARTERIOSPASM CORONARY,383
MENINGITIS ASEPTIC,382
NASAL DISCOMFORT,382
RETINITIS,382
EYE MOVEMENT DISORDER,381
ENDOPHTHALMITIS,381
THERMAL BURN,380
NEPHROPATHY,379
POLYMYALGIA RHEUMATICA,379
CARDIAC FAILURE CHRONIC,378
AMYLOID RELATED IMAGING ABNORMALITY-MICROHAEMORRHAGES AND HAEMOSIDERIN DEPOSITS,378
PARONYCHIA,377
TONSILLITIS,376
FORCED EXPIRATORY VOLUME DECREASED,375
ENDOCARDITIS,375
HAIR GROWTH ABNORMAL,375
STENT PLACEMENT,374
CONGENITAL ANOMALY,373
STAPHYLOCOCCAL BACTERAEMIA,373
SERUM FERRITIN INCREASED,373
PROCEDURAL HAEMORRHAGE,371
IMMUNE-MEDIATED HEPATITIS,371
PARANASAL SINUS DISCOMFORT,371
THROAT CLEARING,371
ORAL MUCOSAL BLISTERING,370
FEELING OF BODY TEMPERATURE CHANGE,370
DRUG TOLERANCE DECREASED,370
NORMAL NEWBORN,370
RHINITIS ALLERGIC,369
INTERCEPTED PRODUCT DISPENSING ERROR,369
VAGINAL INFECTION,368
TENDON DISORDER,367
ARTHRITIS INFECTIVE,367
INCORRECT DOSAGE ADMINISTERED,366
ATRIAL FLUTTER,366
DRUG LEVEL ABOVE THERAPEUTIC,366
EYELID MARGIN CRUSTING,366
MALABSORPTION,366
ELECTROCARDIOGRAM ABNORMAL,366
ABDOMINAL ABSCESS,366
HYPERKERATOSIS,365
HORMONE LEVEL ABNORMAL,364
HAEMORRHAGIC STROKE,363
DYSLIPIDAEMIA,363
EYELID OEDEMA,363
THYROID MASS,362
INGUINAL HERNIA,362
INTESTINAL ISCHAEMIA,361
SPONDYLITIS,361
PRODUCT PACKAGING DIFFICULT TO OPEN,361
AUTOIMMUNE HAEMOLYTIC ANAEMIA,360
OVERWEIGHT,359
PUSTULE,359
FEMORAL NECK FRACTURE,358
IMMUNE RECONSTITUTION INFLAMMATORY SYNDROME,358
BLEPHARITIS,357
CHOKING SENSATION,357
MUSCLE DISORDER,356
GRAVES^ DISEASE,356
INTRACRANIAL PRESSURE INCREASED,355
DEAFNESS NEUROSENSORY,355
METABOLIC DISORDER,354
FREEZING PHENOMENON,354
GENERAL SYMPTOM,354
HERPES VIRUS INFECTION,353
HYPERAESTHESIA,353
MULTIPLE USE OF SINGLE-USE PRODUCT,352
PROTEIN URINE PRESENT,352
VIRAL LOAD INCREASED,352
TREATMENT DELAYED,351
SARCOIDOSIS,351
IDIOPATHIC PULMONARY FIBROSIS,350
HEPATIC ENZYME ABNORMAL,350
TENDON PAIN,349
DISCOURAGEMENT,349
TONGUE DISCOMFORT,348
OLIGURIA,346
EYELID PAIN,346
URINARY TRACT DISORDER,345
RALES,345
X-RAY ABNORMAL,344
ABSCESS LIMB,344
BELL^S PALSY,344
SCREAMING,344
ACUTE GRAFT VERSUS HOST DISEASE,341
SUDDEN DEATH,341
COUNTERFEIT PRODUCT ADMINISTERED,341
MYOCARDIAL ISCHAEMIA,340
DRUG TITRATION ERROR,340
FEELING DRUNK,339
INTESTINAL HAEMORRHAGE,339
TUMOUR MARKER INCREASED,338
CHOLECYSTITIS ACUTE,338
HAIR TEXTURE ABNORMAL,338
HYPERAMMONAEMIA,338
SLEEP DEFICIT,337
EOSINOPHILIC GRANULOMATOSIS WITH POLYANGIITIS,337
EMERGENCY CARE,337
PREGNANCY WITH CONTRACEPTIVE DEVICE,337
CHRONIC GRAFT VERSUS HOST DISEASE,337
URINE ODOUR ABNORMAL,337
HYPOVOLAEMIA,337
WRONG PATIENT RECEIVED PRODUCT,336
LUMBAR VERTEBRAL FRACTURE,336
AZOTAEMIA,335
RECURRENT CANCER,335
APNOEA,335
PRODUCT FORMULATION ISSUE,334
INTENTIONAL UNDERDOSE,333
PULSELESS ELECTRICAL ACTIVITY,332
ACUTE CORONARY SYNDROME,332
INTESTINAL STENOSIS,332
DEPRESSIVE SYMPTOM,331
PRODUCT CONTAMINATION PHYSICAL,331
ROSACEA,330
SPINAL FUSION SURGERY,330
DYSGRAPHIA,329
GALLBLADDER OPERATION,329
ECCHYMOSIS,329
OESOPHAGEAL CANDIDIASIS,328
AORTIC ANEURYSM,328
VULVOVAGINAL PAIN,327
AUTOIMMUNE THYROIDITIS,327
VULVOVAGINAL PRURITUS,327
HYPERNATRAEMIA,326
HEPATITIS B,326
VISUAL FIELD DEFECT,326
BLOOD PRESSURE SYSTOLIC DECREASED,325
LARYNGEAL OEDEMA,325
PHOTOPSIA,325
FLUID INTAKE REDUCED,325
MUSCLE FATIGUE,325
VARICOSE VEIN,325
ATYPICAL PNEUMONIA,325
HYPOVOLAEMIC SHOCK,324
DILATED CARDIOMYOPATHY,323
DRUG TOLERANCE,323
SCOLIOSIS,323
PARADOXICAL DRUG REACTION,322
CYSTITIS HAEMORRHAGIC,322
REFUSAL OF TREATMENT BY PATIENT,321
SOPOR,321
NONSPECIFIC REACTION,321
OBSTRUCTIVE SLEEP APNOEA SYNDROME,321
PETIT MAL EPILEPSY,320
SUNBURN,320
EXTRASYSTOLES,320
PRODUCT TAMPERING,319
CONCOMITANT DISEASE AGGRAVATED,319
URINE ABNORMALITY,319
MUSCLE HAEMORRHAGE,318
ACUTE LYMPHOCYTIC LEUKAEMIA RECURRENT,318
FEELING OF DESPAIR,318
OXYGEN SATURATION ABNORMAL,317
TERMINAL STATE,317
RED CELL DISTRIBUTION WIDTH INCREASED,315
ACUTE PULMONARY OEDEMA,315
TYPE I HYPERSENSITIVITY,315
ACUTE GRAFT VERSUS HOST DISEASE IN SKIN,314
UMBILICAL HERNIA,314
TENSION HEADACHE,314
TRISMUS,314
PERONEAL NERVE PALSY,314
PORPHYRIA ACUTE,314
CROSS SENSITIVITY REACTION,314
ABDOMINAL HERNIA,314
MESOTHELIOMA,312
DIFFUSE LARGE B-CELL LYMPHOMA RECURRENT,312
HYDROCEPHALUS,312
METASTASES TO SPINE,311
NEUTROPENIC SEPSIS,311
PANCREATIC FAILURE,311
IRIDOCYCLITIS,311
VITAMIN B12 DEFICIENCY,310
ADENOVIRUS INFECTION,309
PLASMA CELL MYELOMA RECURRENT,309
INJECTION SITE EXTRAVASATION,309
NEUROMYELITIS OPTICA SPECTRUM DISORDER,308
GESTATIONAL DIABETES,307
BLOOD CHOLESTEROL ABNORMAL,307
ERYSIPELAS,307
PULMONARY HAEMORRHAGE,306
SKIN NECROSIS,305
METASTATIC NEOPLASM,305
IMMUNE-MEDIATED ADVERSE REACTION,304
SHOULDER ARTHROPLASTY,304
HYPERURICAEMIA,303
SELF-INJURIOUS IDEATION,303
TRIGGER FINGER,302
ILEOSTOMY,301
FOOD INTOLERANCE,301
PERSONALITY CHANGE,301
HYPERPHAGIA,301
RHINALGIA,300
ANEURYSM,300
BRADYPHRENIA,300
ENDOMETRIOSIS,299
"HALLUCINATIONS, MIXED",299
CHOLESTATIC LIVER INJURY,298
REHABILITATION THERAPY,298
HEPATIC FIBROSIS,298
HEPATIC LESION,297
TIBIA FRACTURE,297
ERYTHEMA NODOSUM,296
EYELIDS PRURITUS,296
THYROIDITIS,296
HYPOPNOEA,296
WHEELCHAIR USER,296
CYTOMEGALOVIRUS COLITIS,296
PROCTITIS,296
LOCAL ANAESTHETIC SYSTEMIC TOXICITY,295
SLEEP TERROR,295
LYME DISEASE,295
BRUXISM,295
FOURNIER^S GANGRENE,295
ANGIOPATHY,293
SUSPECTED PRODUCT QUALITY ISSUE,293
POLYMENORRHOEA,292
CRANIOFACIAL FRACTURE,291
DRUG DELIVERY SYSTEM ISSUE,290
HEPATITIS C,290
PATHOLOGICAL FRACTURE,289
MEDICAL PROCEDURE,289
GASTRIC INFECTION,289
MENINGIOMA BENIGN,288
SUBCUTANEOUS ABSCESS,288
ILEUS PARALYTIC,288
BLOOD LOSS ANAEMIA,288
REVERSIBLE CEREBRAL VASOCONSTRICTION SYNDROME,286
EOSINOPHILIC PNEUMONIA,285
ABDOMINAL TENDERNESS,284
RESPIRATORY TRACT INFECTION VIRAL,283
PERIORBITAL OEDEMA,283
DEFORMITY,283
OBSESSIVE-COMPULSIVE DISORDER,283
VOMITING PROJECTILE,282
GINGIVITIS,282
FUNGAL SKIN INFECTION,282
HYPERVENTILATION,282
PRODUCT USE IN UNAPPROVED THERAPEUTIC ENVIRONMENT,281
PNEUMONIA VIRAL,281
BRASH SYNDROME,281
NASAL OBSTRUCTION,281
VITILIGO,281
STEROID DIABETES,280
MAST CELL ACTIVATION SYNDROME,280
DYSPAREUNIA,279
BLOOD TESTOSTERONE DECREASED,278
GRANULOCYTE COUNT DECREASED,277
PANCREATITIS NECROTISING,277
LYMPHOCYTE COUNT INCREASED,276
RENAL TRANSPLANT,276
PULMONARY PAIN,275
NECROTISING FASCIITIS,275
BILIARY COLIC,275
VITAMIN B12 DECREASED,274
SKIN DISCOMFORT,274
LIGAMENT RUPTURE,274
CUSHING^S SYNDROME,274
CHRONIC MYELOID LEUKAEMIA,274
WRONG DOSE,274
SKIN EROSION,273
PRE-ECLAMPSIA,273
ENERGY INCREASED,273
INJECTION SITE INDENTATION,273
SYSTEMIC CANDIDA,273
FACE INJURY,273
BREAST CANCER STAGE II,272
SYNOVIAL CYST,272
AMYLASE INCREASED,272
EYE INJURY,272
INFUSION SITE INFECTION,270
BLOOD CREATININE ABNORMAL,270
BLOOD PHOSPHORUS DECREASED,270
INJECTION SITE PAPULE,270
POLYOMAVIRUS-ASSOCIATED NEPHROPATHY,269
